"Churn","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","pc_11","pc_12","pc_13","pc_14","pc_15","pc_16","pc_17","pc_18","pc_19","pc_20"
"0",1.4312887103509995,-0.7302045679255638,0.9399697595064493,-1.6039346370023662,0.4971661530556779,-1.0696101136826313,0.825698124022373,-1.4206484605627712,-0.5786240552710243,-2.782345419999787,2.1133503661974,-1.4230211744567336,0.32764514491059415,0.5756571785737351,-1.031972624457177,1.321879382414283,2.072771939266931,-2.850948871852995,0.1401170802843232,0.33633076385955196
"0",0.8728782354299621,-2.535369734698177,0.006833260409730545,1.3876102189726747,1.3912684377132314,1.546039802583039,1.413188857338126,2.1109084295685783,-1.7882643191824703,0.03283420403477631,-2.3522745808334773,0.005353955766683995,-2.2492223389803434,-0.4715404253600016,0.20741250696222563,-1.1950798290701694,2.4112327451973963,-0.5402482722407673,-1.521011157812099,-0.9329580325086859
"1",1.9856263174896396,-3.9424738303766373,-1.8237731028380568,-0.38290333409596067,0.15928098707705107,-0.4568844387841423,-1.1318994292172764,1.1722629282020482,1.1573135583941578,0.3621913665523002,0.013278525795040269,-0.2018177106228132,1.6017099043434782,-0.4517183684974461,0.009303063430355592,2.333368864801732,-1.1623230819609516,1.4160156733251683,-0.46917159393250046,-0.2995779626792629
"1",2.3620663224668323,-0.49038016854443456,-2.1961095056546966,0.5995423865163699,-1.6813405917551736,-0.38714273306616803,-1.0954537242679332,1.179269612052386,0.08962875497691924,-0.33166248325911984,-0.30953415668561546,-2.2495959704163715,2.2194660194822675,1.1340197407654327,-1.856725576145832,0.5199881008465338,-1.0151990319785278,-0.17882824025075553,3.5130067649608754,-0.29298530736228257
"1",1.7927049676509668,-2.1406903110190543,-0.91180029396445,-1.1638352155666176,-0.8016660731463353,-1.1535041885982045,0.7063924425701034,-1.4005914771273709,-1.728888495557054,-2.9443103317131207,-1.1308510650300463,-1.7478881163990927,1.330490666403568,-0.38277923390245083,0.08821422974170182,-0.028689276206266788,0.29984030117746635,-1.8364958754322287,-0.4507566947872355,0.43580192586457195
"0",1.3972599166502246,-1.638561492311498,-0.11976181739359533,2.6196089778350373,1.901463802553176,-3.250674868775666,3.063578503938023,-0.16081572303351468,2.295380107435836,-1.7046009143998895,-0.45538887924210747,0.7708831185618259,0.58436662854084,-0.3791327035884162,0.4482241235583706,1.5199318666202064,1.8157971067916172,-2.073958571035377,-1.6294733099146423,-0.33002637421505404
"0",2.795210674614011,5.459000026654675,-0.404814090737887,0.5305439350766015,0.5051584523131619,-0.5358977044970937,-0.3445700076279849,-1.735200782894471,0.3624314300778773,-0.1416515965804054,-1.017674283803661,0.14800441934722658,3.943573718173723,-0.2894611676087246,-1.473680147317214,-0.26762665130487173,-0.029135906635967324,0.5844962610754959,0.02292863493825574,-1.3376502427587422
"0",2.309695209522374,5.380813356500086,1.0581201014144517,0.1854712169594783,0.9624045858829808,-1.0405155998978992,0.3025060502286756,-1.6654403556799176,-0.3863110023615507,-2.183501162164247,-0.6687279425757249,0.5367969445466567,0.16646577956920322,-0.5554047240506175,-0.25724148480476694,0.6295824642939496,2.216934394178798,-0.08444514914654844,0.8625048091544314,0.17231767013557173
"0",1.5170443461296848,-1.1616156435707414,6.058937249108684,0.7068847755898187,1.1978195899291595,0.5970585941857005,-2.674007606156463,0.07220044909976346,-1.5572933560344933,-0.3912092936491232,-1.1853449886678133,0.4104998886607679,-0.31832787469721474,-1.1526024807074888,0.8594357914980105,0.8216999522451057,2.9315406176136087,-1.2037875420100903,0.055600236938656025,-1.0329386955264581
"0",2.019781899810311,-3.6102063833438827,-1.6412295693362928,-1.5230327996870474,-2.026226636724762,-0.5568410877324468,0.5852440604674689,-1.3787271352810095,-1.183985865463231,-0.5751451848814896,0.3625629096981101,-0.12405274563748836,0.7187176058395554,-0.6623828255422987,-0.3808218426588844,-0.22006586261296962,-0.10437355691311509,0.2189679953647589,-0.3905805334759969,-0.5222959872081379
"0",2.92144729981263,2.8329638028308177,-0.73476479674132,-1.2456213388954502,0.6255267419379236,1.217047028192336,-2.284736770660446,-2.641898701433202,1.5782107118122843,0.2843004963553739,-1.7340203894144883,1.4032178298008608,1.9613420350815522,1.8660030839671582,0.673102382611511,0.6291655395301636,-0.2960963295941017,2.1257637087477144,-0.07767795637376416,-1.6474701380696637
"0",2.6994938916703792,5.025452567271779,-0.5539241905540192,-1.0244260714756361,-1.5051605157357844,-0.54213032024641,0.031630113601458204,-1.1256288173831603,1.6349630499794632,-1.1747057485319337,-2.4925484046683595,-0.10700184551288523,-1.1478937889697205,-0.700499593427524,-2.2545174906907697,0.4653022333998509,-0.9054243635477665,0.8510703318465965,-0.4453130946834226,-0.8857584141938241
"0",1.705740570452685,1.196377817118632,5.986440829750361,3.2850818437745897,0.22294593354701941,-1.2174604956345318,0.6572764449191731,-1.2048272156986592,-2.002077905770037,0.03432056569003654,-0.08885520917108564,-2.270813167244001,-0.8462763146030557,-0.48335695049037003,1.087844870900934,-0.6295289859612264,-0.555644310252144,0.3289094696273863,0.7427080817589835,0.331490627487363
"0",2.233971910240071,-3.6913560064193134,-1.9188611137850116,-0.7849167100324825,-0.7269833470608347,0.49318593270851874,-0.9530039267986734,-1.8387504247638393,1.1628255863969403,0.7523573732318969,-0.2356790073565127,-1.4115553239942304,0.3421710114444474,0.18857125951580683,0.8901879239352146,-0.9743337280870883,0.47374564138050107,0.3757885351899347,-1.89232140702413,0.012959285848086349
"1",1.306891119203667,-0.553067259191439,1.277568800381752,-0.9456680474805486,2.9683707191600543,-0.6594026155274314,-1.2404462061592594,0.9545063658491377,-2.591976862513791,0.34119015650481715,0.11164263253118925,-2.5701473473866505,-0.29872978523125326,-0.5148844539137486,0.18715581706616607,-1.2753027799623826,-0.8793709875332064,2.7921485753507733,-0.14161862773367906,-0.9295187960803529
"1",2.1600717997326293,-5.297589860633355,3.4808223663316324,1.592913839732859,-2.247139901763745,1.3872141041265817,-2.8304345657597456,0.150471455863877,-0.6328592811337337,-0.4383856262149459,0.6400580287120625,0.7255386806820395,-0.3225834664589261,-0.9628467678183683,-0.02014967195027558,0.758292219671631,2.0556557762545165,-0.16688628666961827,0.07514517018554792,-1.0376057938710925
"0",-6.9626909551742395,1.7530821506797958,-0.6384019549511323,-0.33516067670783756,-1.624834696721863,1.301926163703891,-0.5474522259072099,-1.8009172467880767,-1.5080198168555103,1.8019648210480392,1.0345727997849932,-0.6454285803752665,-0.9185178693522674,0.012871835179622529,0.6153073548569351,-0.7907372098267172,0.539392930151594,-0.23718485429748112,0.39125295035982943,0.5371727169252051
"1",2.1878592101326064,-0.3187327326958421,-1.102508971221503,-1.0120641285306162,-1.2194378002303752,-0.6040843976387458,0.7389036956339734,-1.2800694971089606,-0.8515233585510804,1.3977325306859405,-0.2762419562570637,0.9484527773997578,-1.3044838132575491,2.8017436041159556,0.0792799084095673,2.863713568194897,-0.8693621803703923,-0.08746690189540454,1.4041277145705882,0.778882739251109
